,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Location_coastal,Location_inland,Location_mountain,Weather Type,prediction
9835,-0.40958343249674906,0.11745442590873312,-0.4103215287786692,-0.08091222961869583,4.430585374539399,0.5114391176771621,-1.4755466618933926,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3
5805,0.6266134803387459,-0.3763620082180429,0.24061502658237385,-0.17466860980597773,-0.0602978374074035,-0.5258292517799524,0.5999475438467641,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
11474,0.2812145093935809,-1.117086659408207,-1.2059106519977218,-1.1122324116787965,0.5935421588641332,1.0300733024057194,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
5567,0.2236480142360534,-2.3022461013124693,-1.3505632198557314,-1.2997451720533604,0.564700167931882,0.7707562100414407,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,3
9285,1.3749779173866032,-0.4751252950433981,-1.2059106519977218,-1.518510059157018,0.15853084608776497,1.5487074871342765,0.1551987854738733,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
4747,-1.2730808598596615,0.1668360693214107,-0.8442792323526979,0.7316430653377471,-0.3960821171599677,-0.785146344144231,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
12987,0.3963474997086359,-1.1664683028208847,-0.9166055162817026,-1.3622494255115483,0.12942424973411434,0.7707562100414407,-0.14130038677472048,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3
6595,-0.985248384072024,1.00632400733693,1.3978355694464504,0.856651572254123,-0.5871272314084715,-0.5258292517799524,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
4194,-0.35201693733922157,-0.2775987213926877,-1.0612580841397121,-0.33092924345144753,0.2770740748735402,-0.26651215941567374,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
2891,-0.12175095670911157,-1.5615214501223054,0.7468990140854073,0.20035691094314984,0.7165836798136562,-0.785146344144231,0.7481971299710609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1
12170,1.0871454415989659,-0.5245069384560758,-0.48264781270767393,-1.3309972987824543,0.18208072859208146,1.0300733024057194,0.006949199349576417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,3
3079,0.6266134803387459,0.1668360693214107,0.4575938783693882,1.1691728395450627,-0.07299889763445128,-0.785146344144231,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
3147,0.3963474997086359,0.5618892166228315,1.3255092855174455,0.9504079524414049,-0.08808140665407126,-0.5258292517799524,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1
10795,-0.35201693733922157,1.1050872941622851,0.16828874265336907,1.2004249662741566,-0.11771721385051506,1.0300733024057194,0.5999475438467641,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
6794,0.9720124512839109,-0.22821707798001012,-0.33799524484966437,-1.487257932427924,0.11936924372103534,0.5114391176771621,0.7481971299710609,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
10168,0.05094852876347092,-0.9195600857574966,0.4575938783693882,-0.39343349690963547,-0.16084789753819637,-0.007195067051395136,0.30344837159817023,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
13025,2.699007306009736,1.5495220848763835,-0.4103215287786692,1.7317111206687539,0.3223216019323941,2.0673416718628337,2.6754417495869207,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
12745,-0.9276818889144965,0.31498099955944353,0.6745727301564025,0.5441303049631834,-0.4852541441706957,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
167,-0.17931745186663905,-0.4751252950433981,0.24061502658237385,-0.5184420038260112,-0.0528888856082933,-0.007195067051395136,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
9957,2.5263078205371534,0.759415790273542,-0.2656689609206596,1.606702613752378,0.37418426452617154,2.585975856591391,-0.2895499728990174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,3
3828,0.10851502392099842,-0.2775987213926877,-0.12101639306265005,-0.8622153978460448,-0.13756262045527645,-0.007195067051395136,1.0446963022196547,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
11847,0.16608151907852592,-0.030690504329299696,-0.9889318002107074,-0.14341648307688376,-0.023253078411849502,-0.5258292517799524,1.0446963022196547,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
3675,-1.445780345332244,-0.42574365163072053,-0.9889318002107074,1.3566855999196263,-0.5593436621618036,-1.0444634365085097,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
12708,-0.2944504421816941,0.8087974336862196,2.5550561123105267,0.9816600791704989,-0.024311500097435816,-0.5258292517799524,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
1334,0.6841799754962734,-0.8701784423448189,-0.48264781270767393,-1.1434845384078904,0.11116647565773542,1.8080245794985552,1.3411954744682486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
4064,1.1447119367564933,-1.857811310598371,-0.48264781270767393,-1.3622494255115483,0.39694033076629825,0.7707562100414407,0.8964467160953579,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
125,-0.9276818889144965,0.06807278249605551,-1.133584368068717,0.856651572254123,-0.5614605055329793,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
11831,-0.40958343249674906,0.21621771273408832,-0.19334267699165483,-1.0497281582206086,0.13180569852668655,-0.26651215941567374,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
8853,1.0295789464414384,-1.9071929540110486,-0.04869010913364527,-1.0809802849497026,0.2516719544194446,0.25212202531288347,0.1551987854738733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
9656,1.4901109077016583,-0.4751252950433981,0.6022464462273978,-0.9247196513042328,0.7573329147087653,1.289390394769998,-1.3272970757690956,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3
11173,0.7417464706538008,0.26559935614676594,0.529920162298393,-0.799711144387857,-0.0875521958112781,-0.5258292517799524,0.4516979577224671,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
4402,0.5690469851812184,-0.623270225281431,0.02363617479535951,-1.0809802849497026,0.33634568926642777,-0.26651215941567374,0.5999475438467641,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
10992,-1.676046325962354,0.7100341468608643,-0.4103215287786692,1.3879377266487203,-0.2256762257804151,-0.785146344144231,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
5984,-0.006617966394056577,1.1050872941622851,1.7594669890914743,1.5754504870232842,-0.2854770510160959,2.585975856591391,-0.2895499728990174,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
7481,-1.215514364702134,1.500140441463706,1.0362041498014265,1.3254334731905324,-0.4011096201665057,-1.0444634365085097,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
6878,0.8568794609688559,-0.3763620082180429,0.16828874265336907,0.4816260515049955,4.507585552165875,1.5487074871342765,-1.4755466618933926,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
11017,1.3174114222290758,-1.0677050159955292,-0.19334267699165483,-1.2684930453242664,0.5141605324450875,0.7707562100414407,1.0446963022196547,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
6317,0.6266134803387459,-0.22821707798001012,0.7468990140854073,0.23160903767224378,-0.27224677994625496,-0.5258292517799524,-0.5860491451476112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
6547,1.202278431914021,1.4013771546383509,0.4575938783693882,1.4504419801069084,0.11645858408566999,-0.26651215941567374,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
8165,-0.17931745186663905,0.06807278249605551,0.16828874265336907,-0.6747026374714811,0.15906005693055814,-0.785146344144231,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
3007,-1.330647355017189,0.6112708600355091,1.1085304337304311,1.1066685860868748,-0.22144253903806685,-1.0444634365085097,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
11610,-0.46714992765427654,0.31498099955944353,0.6745727301564025,-0.5496941305551053,-0.0875521958112781,-0.007195067051395136,0.7481971299710609,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
624,-0.06418446155158407,0.11745442590873312,-0.12101639306265005,1.1691728395450627,-0.27595125584581004,-0.785146344144231,-1.3272970757690956,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
9178,0.3963474997086359,0.3643626429721211,-1.133584368068717,-0.768459017658763,-0.1023700994094985,-0.5258292517799524,0.8964467160953579,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
10751,0.3963474997086359,-0.8701784423448189,0.529920162298393,-0.5184420038260112,-0.06611915667813423,-0.5258292517799524,0.1551987854738733,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
5214,0.05094852876347092,-0.5738885818687534,0.3852675944403834,-1.2684930453242664,-0.11295431626537064,-0.5258292517799524,0.1551987854738733,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
9403,0.7993129658113284,-0.6726518686941085,-1.422889503784736,-1.1122324116787965,-0.00023240675032616722,-0.26651215941567374,0.4516979577224671,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
7606,0.4539139948661634,-1.7590480237730157,0.02363617479535951,-1.45600580569883,0.37497808079036127,1.5487074871342765,0.30344837159817023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,3
12642,-0.5247164228118041,0.8087974336862196,0.3852675944403834,-0.01840797616050791,-0.3534806443150796,-0.26651215941567374,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1
1236,-1.3882138501747165,0.9569423639242524,1.3978355694464504,0.5441303049631834,-0.23467281010790778,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
4706,0.8568794609688559,0.8087974336862196,1.3255092855174455,0.10660053075586794,-0.24631544864936925,-0.5258292517799524,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
11745,0.16608151907852592,-1.2652315896462398,-1.422889503784736,-1.1747366651369846,0.23897089419239687,1.289390394769998,1.1929458883439517,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
641,-1.100381374387079,0.3643626429721211,0.6745727301564025,1.2941813464614385,-0.2534597950270829,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
2288,-0.870115393756969,-0.1294537911546549,-0.5549740966366787,1.0441643326286867,-0.2912983702868266,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
12335,0.8568794609688559,-0.8701784423448189,-1.422889503784736,-1.2684930453242664,-2.9185655993358375,2.0673416718628337,-1.030797903520502,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3
4942,-0.985248384072024,0.4137442863847987,-0.4103215287786692,0.7316430653377471,-0.47810979779298207,-1.0444634365085097,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
8985,-0.006617966394056577,-0.5738885818687534,-0.04869010913364527,-0.8622153978460448,-0.11983405722168768,-0.26651215941567374,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
11792,0.2812145093935809,-2.2528644578997916,-1.2059106519977218,-1.6122664393443,0.5602018757681343,1.5487074871342765,1.1929458883439517,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
13165,-0.2944504421816941,0.9569423639242524,0.24061502658237385,0.6378866851504653,-0.29764890040035047,-0.5258292517799524,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
5782,-0.17931745186663905,1.253232224400318,0.4575938783693882,0.3878696713177136,0.07597395461195747,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
7422,0.8568794609688559,0.018691139083377908,-1.2782369359267265,-0.9247196513042328,0.28607065920102986,-0.26651215941567374,0.7481971299710609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
8763,0.2236480142360534,-1.363994876471595,-0.9889318002107074,-1.2059887918660785,0.3903251952313778,1.5487074871342765,0.1551987854738733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3
1136,0.10851502392099842,-0.1294537911546549,-1.3505632198557314,0.6378866851504653,-2.084793916514462,2.3266587642271124,4.009688024705593,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3
3959,-1.560913335647299,1.4507587980510284,1.0362041498014265,0.32536541785952566,-0.27330520163184424,-0.785146344144231,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
5508,-1.215514364702134,-1.5121398067096279,0.16828874265336907,-1.1122324116787965,-0.7964301197333541,0.25212202531288347,3.120190507959811,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2
8723,-1.2730808598596615,0.4137442863847987,-1.2782369359267265,0.9816600791704989,-0.45112004481050405,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
12557,0.2236480142360534,0.31498099955944353,-1.0612580841397121,-1.3309972987824543,0.15932466235195472,-0.007195067051395136,0.7481971299710609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
12271,-1.7336128211198816,0.9075607205115748,2.6997086801685364,0.7941473187959351,-0.5670172193823104,2.3266587642271124,-1.4755466618933926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
7491,0.10851502392099842,0.018691139083377908,-0.33799524484966437,-0.8309632711169509,0.2503489273124617,-0.785146344144231,0.30344837159817023,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
3851,-0.006617966394056577,1.2038505809876403,0.16828874265336907,0.7628951920668411,-0.3407795840880318,-0.26651215941567374,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1
9321,1.4901109077016583,0.31498099955944353,-0.19334267699165483,0.7316430653377471,0.16382295451569953,2.585975856591391,-0.5860491451476112,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3
12061,-1.215514364702134,0.21621771273408832,-0.7719529484236931,1.0129122058995927,-0.6874126861178648,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
1826,-0.2944504421816941,0.7100341468608643,0.8192252980144121,0.7316430653377471,-0.1023700994094985,-0.26651215941567374,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
5900,1.2598449270715484,1.1544689375749628,1.9764458408784886,0.6066345584213714,-0.09813641266715024,2.585975856591391,1.6376946467168423,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
865,1.2598449270715484,-0.623270225281431,-0.7719529484236931,-1.487257932427924,0.32708449951753854,1.0300733024057194,1.0446963022196547,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
7512,-1.330647355017189,-2.104719527661759,0.16828874265336907,1.0441643326286867,-3.1162258491192616,-0.007195067051395136,3.120190507959811,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
3234,0.2812145093935809,-0.7714151555194637,-0.19334267699165483,-1.6122664393443,0.2199193038518252,0.7707562100414407,0.7481971299710609,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
5433,0.3387810045511084,-0.5245069384560758,-0.6273003805656835,-1.643518566073394,0.6252948094317525,0.7707562100414407,1.1929458883439517,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
5023,0.5690469851812184,0.46312592979747635,0.02363617479535951,-0.39343349690963547,0.08444132809665397,-0.007195067051395136,0.7481971299710609,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
6993,-1.676046325962354,0.9075607205115748,0.31294131051137863,0.6066345584213714,-0.42307187014244274,-1.0444634365085097,-0.734298731271908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
5773,-0.2944504421816941,0.26559935614676594,-0.6273003805656835,0.9504079524414049,0.07862000882592625,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
5275,0.7993129658113284,-0.6726518686941085,-0.9166055162817026,-0.8934675245751388,0.27495723150236456,-0.785146344144231,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
8269,-1.215514364702134,0.1668360693214107,-0.48264781270767393,1.3254334731905324,-0.333106026867525,-1.0444634365085097,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
2092,0.10851502392099842,-0.5245069384560758,-0.5549740966366787,-0.8622153978460448,0.30088856279925325,-0.007195067051395136,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
565,-0.2944504421816941,1.3026138678129955,0.7468990140854073,-0.04966010288960187,-0.12724300902080088,-0.26651215941567374,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
1870,-0.46714992765427654,0.018691139083377908,0.24061502658237385,-0.04966010288960187,0.3032700115918255,-0.5258292517799524,-0.5860491451476112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
16,0.6266134803387459,-2.0553378842490813,-0.4103215287786692,-1.2684930453242664,0.27151736102420604,0.25212202531288347,0.5999475438467641,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
578,-1.6184798308048265,0.4137442863847987,-0.9889318002107074,1.3566855999196263,-0.4135460749721569,-1.0444634365085097,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
10689,-0.35201693733922157,-0.2775987213926877,0.3852675944403834,0.23160903767224378,-0.23043912336555952,-0.5258292517799524,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
11030,0.2812145093935809,-0.22821707798001012,0.7468990140854073,1.2629292197323445,-0.22170714445946343,-0.5258292517799524,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
9472,-0.9276818889144965,1.00632400733693,-1.2059106519977218,0.07534840402677398,-0.24155255106422482,-0.785146344144231,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
4133,-0.2944504421816941,0.11745442590873312,0.02363617479535951,-0.2684249899932596,-0.1544973674246725,-0.007195067051395136,0.006949199349576417,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
6655,0.05094852876347092,0.5618892166228315,0.6022464462273978,0.856651572254123,0.16964427378643027,0.5114391176771621,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
10075,-0.2944504421816941,0.31498099955944353,0.16828874265336907,0.856651572254123,0.1879020478628122,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
1001,0.8568794609688559,0.8087974336862196,1.470161853375455,0.5128781782340894,-0.22752846373019417,-0.785146344144231,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
12243,1.3749779173866032,-0.5245069384560758,-0.12101639306265005,-1.5497621858861121,0.15720781898077907,1.8080245794985552,0.006949199349576417,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
3866,2.353608335064571,1.747048658527094,2.121098408736498,0.7628951920668411,-0.2547828221340658,1.289390394769998,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1
4188,-1.445780345332244,0.31498099955944353,-1.2782369359267265,1.0441643326286867,-0.49081085802002683,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
7103,0.4539139948661634,-0.623270225281431,-1.2782369359267265,-1.3622494255115483,0.2717819664456026,-0.785146344144231,0.006949199349576417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
9944,-1.6184798308048265,0.11745442590873312,1.3255092855174455,-0.11216435634778979,-0.4654087375659343,-1.0444634365085097,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
2503,0.8568794609688559,-1.5121398067096279,-0.48264781270767393,-1.487257932427924,0.46097484274432726,1.289390394769998,1.3411954744682486,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
11140,-1.0428148792295515,1.2038505809876403,0.02363617479535951,0.3566175445886196,-0.17963488245736844,-0.785146344144231,-1.3272970757690956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
1683,-0.2944504421816941,0.018691139083377908,-1.133584368068717,-0.9559717780333268,0.1889604695483985,-0.785146344144231,-0.14130038677472048,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
3601,0.7417464706538008,0.5125075732101539,0.02363617479535951,-0.6434505107423871,0.10825581602237005,-0.785146344144231,0.5999475438467641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
1992,1.432544412544131,0.5618892166228315,-1.133584368068717,0.5441303049631834,0.348782144072076,0.25212202531288347,-0.882548317396205,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3
8549,-1.2730808598596615,0.26559935614676594,-1.2782369359267265,-0.01840797616050791,-0.363271044906762,-1.0444634365085097,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
2359,2.9868397817973733,1.8458119453524493,-0.04869010913364527,0.9191558257123109,0.19689863219030188,1.8080245794985552,1.9341938189654362,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3
4672,-0.40958343249674906,-1.7590480237730157,0.02363617479535951,0.9504079524414049,-3.7920280953667382,-0.5258292517799524,3.416689680208405,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
9193,0.6266134803387459,0.26559935614676594,-1.3505632198557314,-1.2372409185951725,0.030726427553100524,-0.5258292517799524,0.006949199349576417,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
13138,0.10851502392099842,-0.22821707798001012,-0.48264781270767393,-0.6434505107423871,-0.08675837954708536,-0.007195067051395136,0.1551987854738733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
11972,-1.1579478695446066,1.4507587980510284,-0.7719529484236931,0.10660053075586794,-0.424130291828029,-1.0444634365085097,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
11670,-1.5033468404897714,0.5125075732101539,-0.5549740966366787,1.2316770930032506,-0.4717592676794582,-0.785146344144231,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
3660,0.6266134803387459,0.3643626429721211,-0.9889318002107074,-1.0809802849497026,0.365716891041475,-0.007195067051395136,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
3078,2.583874315694681,0.06807278249605551,0.8192252980144121,1.0129122058995927,0.34084398143017264,-0.26651215941567374,-1.030797903520502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
6501,-0.5247164228118041,-0.0800721477419773,-0.04869010913364527,0.6378866851504653,0.32576147241055264,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
8701,-0.754982403441914,0.5618892166228315,2.4104035444525174,0.7316430653377471,0.3294659483101107,0.5114391176771621,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
605,-1.2730808598596615,1.500140441463706,-0.6996266644946882,1.0441643326286867,-0.49954283692612295,-0.785146344144231,-0.734298731271908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
11101,0.9720124512839109,-1.610903093534983,0.3852675944403834,-1.0497281582206086,-3.6147424630308684,1.289390394769998,4.009688024705593,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2
